# Size          Latency (us)
1,11.03
2,11.01
4,11.03
8,10.98
16,11.03
32,11.01
64,11.97
128,12.20
256,12.29
512,12.46
1024,12.76
2048,13.45
4096,16.02
8192,24.60
16384,41.44
32768,74.87
65536,147.98
131072,294.56
262144,587.42
524288,1174.68
1048576,2350.42
2097152,4694.64
