# Size      Bandwidth (MB/s)
1,4.41
2,8.83
4,17.63
8,35.30
16,70.53
32,140.14
64,265.56
128,526.81
256,1000.09
512,1863.05
1024,3529.59
2048,5944.80
4096,8619.60
8192,10569.85
16384,11245.51
32768,11704.70
65536,12012.94
131072,12175.02
262144,12257.60
524288,12300.14
1048576,12322.00
2097152,12331.63
