# Size          Latency (us)
1,7.32
2,7.43
4,7.32
8,7.32
16,7.32
32,7.34
64,7.88
128,7.90
256,7.90
512,7.86
1024,7.98
2048,8.31
4096,9.60
8192,10.50
16384,11.73
32768,13.45
65536,16.90
131072,23.25
262144,37.50
524288,66.85
1048576,126.58
2097152,246.33
